"CODE","FIPS","cgy","cga","Sby","Sba","GSY","Gsa","Wwy","Wwa","SWY","SWA","Bry","Bra","oty","ota","ctuy","ctua","cany","cana","suny","suna","ricey","ricea"
"IN43","18043",150,2108.19,40.78,3136.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN45","18045",199.45,109810.53,56.14,83992.59,0,0,69.84,3398.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN47","18047",172.08,39186.05,49.16,33200.1,0,0,65.13,2647.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN49","18049",181.39,96212.69,51.84,65346.63,0,0,66.19,2963.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN51","18051",188.73,100771.65,50.72,83061.52,0,0,73.44,26300.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN53","18053",177.44,80243.12,53.66,99232.79,0,0,80.94,5326.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN55","18055",169.16,44403.83,48.66,43907.44,0,0,55.98,3585.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN57","18057",185.79,55629.96,60.46,50424.96,0,0,75.84,2765.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN59","18059",182.83,75420.63,55.16,74926.88,0,0,74.54,4395.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN61","18061",153.27,26352.42,42.45,25482,0,0,66.01,3259.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN63","18063",182.74,61901.83,55.82,54492.28,0,0,73.68,3911.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN65","18065",186.05,78688.33,56.8,80023.28,0,0,79.21,4847.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN67","18067",203.29,73681.37,61.06,68801.4,0,0,75.75,2837.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN69","18069",181.66,71863.05,53.03,83527.05,0,0,77.95,7813.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN71","18071",152,61717.37,44.02,68066.34,0,0,64.78,5781.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN73","18073",192.72,155716.45,54.15,94356.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN75","18075",162.98,75499.68,50.53,90240.58,0,0,73.29,13162.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN77","18077",134.4,21714.39,40.1,34155.68,0,0,61.35,2173.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN79","18079",164.94,40319.2,48.43,44299.48,0,0,60.27,1921.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN81","18081",172.53,53495.41,54.72,42608.84,0,0,72.08,3474.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN83","18083",186.56,122617.81,50.91,115600.07,0,0,67.94,23929.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN85","18085",178.56,106542.83,52.74,81566.9,0,0,71.89,4751.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN87","18087",149.16,47987.76,48.52,32342.54,0,0,70.45,2711.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN89","18089",186.65,64062.73,51.86,48195.28,0,0,76.6,3699.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN91","18091",174.87,115449.95,53.04,78479.66,0,0,77.88,8117.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN93","18093",166.73,17366.24,45.92,20336.6,0,0,64.07,1284.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN95","18095",188.48,90230.69,57.96,92249.74,0,0,76.9,3062.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN97","18097",166.74,6087.41,49.07,7203.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN99","18099",179.67,91232.08,51.49,65395.63,0,0,65.93,3679.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN101","18101",180.11,16101.33,50.01,12471.48,0,0,67.64,1876.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN103","18103",183.34,72706.33,54.68,74485.84,0,0,79.45,6963.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN105","18105",167.8,5692.12,44.14,6444.01,0,0,70.91,592.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN107","18107",200.85,125964.57,59.83,109597.1,0,0,73.77,2909.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN109","18109",177.62,48514.81,52.17,42976.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN111","18111",203.57,114870.2,55.88,65542.64,0,0,86.19,4148.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN113","18113",166.96,64563.43,49.11,53291.68,0,0,68.25,4822.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN115","18115",150,2108.19,45.48,2842.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN117","18117",180.46,23084.72,51.75,18841.98,0,0,69.24,2008.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN119","18119",164.41,17234.48,44.27,19111.5,0,0,61.72,1790.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN121","18121",183.19,65512.12,52.32,60299.23,0,0,65.33,2684.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN123","18123",168,10066.62,44.32,9776.27,0,0,65.46,987.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN125","18125",174.41,33204.05,48.72,36091.33,0,0,69.82,4741.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN127","18127",181.79,67778.42,52.08,51674.55,0,0,78.6,3380.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN129","18129",186.9,91548.31,48.32,78234.64,0,0,69.31,38178.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN131","18131",180.77,114000.57,49.85,74828.87,0,0,73.16,2206.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN133","18133",184.42,67910.19,54.69,63680.5,0,0,68.6,3635.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN135","18135",169.58,96739.73,52.54,103692.14,0,0,72.62,8611.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN137","18137",159.71,49199.97,44.4,54394.27,0,0,60.61,2911.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN139","18139",184.18,113130.94,56.08,95116.46,0,0,76.25,4771.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN141","18141",176.36,75894.97,51.78,49469.38,0,0,72.76,3526.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN143","18143",159.66,13307.97,41.4,19283.01,0,0,63.65,1323.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN145","18145",173.04,102510.91,54.52,90779.62,0,0,73.52,4909.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN147","18147",174.58,56315.12,47.75,56060.4,0,0,66.19,5699.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN149","18149",164.74,66434.45,46.65,34670.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN151","18151",151.14,38131.95,45.47,32097.52,0,0,67.99,4203.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN153","18153",186.07,72416.45,51.3,67943.83,0,0,61.45,4711.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN155","18155",146.71,5797.53,48.57,8477.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN157","18157",195.18,106068.49,58.38,85413.7,0,0,76.7,4395.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN159","18159",207.79,79004.56,62.91,72378.68,0,0,86.97,3037.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN161","18161",193.04,34969.66,55.55,28471.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN163","18163",180.05,37051.5,50.6,34694.72,0,0,64.04,10273.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN165","18165",195.18,36946.09,54.89,26094.55,0,0,62.73,1185.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN167","18167",172.66,51176.4,46.91,53046.66,0,0,61.09,2765.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN169","18169",181.43,77897.75,52.74,80145.79,0,0,79.56,9566.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN171","18171",201.62,99243.21,60.12,70982.07,0,0,76.37,3259.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN173","18173",170.28,41584.12,47.03,40452.67,0,0,64.93,5618.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN175","18175",166.91,41557.77,43.88,38590.53,0,0,57.08,3160.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN177","18177",173.34,66249.98,53.11,63018.94,0,0,69.03,4003.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN179","18179",177.92,80638.41,54.54,97664.66,0,0,77.74,11458.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN181","18181",202.79,158378.04,58.23,96611.08,0,0,80.31,2504.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN183","18183",179.45,59819.99,53.38,60470.74,0,0,74.08,8897.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA0","19000",0,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"IA1","19001",193.57,115133.72,56.06,95827.02,0,0,0,0,0,0,0,0,78.73,1773.98,0,0,0,0,0,0,0,0
"IA3","19003",178.56,81323.57,52.07,98497.73,0,0,0,20373.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA5","19005",196.15,72021.16,51.4,28863.26,0,0,0,0,0,0,0,0,73.05,3665.33,0,0,0,0,0,0,0,0
"IA7","19007",167.92,31912.78,44.68,38345.51,0,0,0,0,0,0,0,0,50.69,392.35,0,0,0,0,0,0,0,0
"IA9","19009",202.21,117426.38,58.51,92151.73,0,0,0,0,0,0,0,0,84.62,593.56,0,0,0,0,0,0,0,0
"IA11","19011",205.01,200726.38,58.92,148506.15,0,0,0,0,0,0,0,0,88.5,980.89,0,0,0,0,0,0,0,0
"IA13","19013",200.76,155057.64,56.93,98742.75,0,0,0,0,0,0,0,0,71.82,674.04,0,0,0,0,0,0,0,0
"IA15","19015",202.63,168945.37,55.89,102932.58,0,0,0,0,0,0,0,0,87.06,563.38,0,0,0,0,0,0,0,0
"IA17","19017",204.6,129232.27,56.39,73652.78,0,0,0,0,0,0,0,0,80.19,1240.78,0,0,0,0,0,0,0,0
"IA19","19019",198.5,189895.54,54.14,91563.68,0,0,0,0,0,0,0,0,70.9,1149.4,0,0,0,0,0,0,0,0
"IA21","19021",193.83,181699.94,57.03,135373.12,0,0,0,0,0,0,0,0,84.33,186.12,0,0,0,0,0,0,0,0
"IA23","19023",203.86,178063.3,55.76,102442.54,0,0,0,0,0,0,0,0,74.53,646.38,0,0,0,0,0,0,0,0
"IA25","19025",198.58,186021.73,54.72,129517.16,0,0,0,0,0,0,0,0,86.1,492.96,0,0,0,0,0,0,0,0
"IA27","19027",203.78,188656.98,57.05,114497.48,0,0,0,0,0,0,0,0,92.38,835.01,0,0,0,0,0,0,0,0
"IA29","19029",197.3,139246.19,56.7,104623.21,0,0,0,0,0,0,0,0,73.97,687.46,0,0,0,0,0,0,0,0
"IA31","19031",211.33,168260.2,57.38,103398.11,0,0,0,0,0,0,0,0,74.62,694.16,0,0,0,0,0,0,0,0
"IA33","19033",194.86,194032.87,53.54,97370.64,0,0,0,0,0,0,0,0,79.55,425.89,0,0,0,0,0,0,0,0
"IA35","19035",203.27,152764.98,61.29,129884.69,0,0,0,0,0,0,0,0,97.85,407.44,0,0,0,0,0,0,0,0
"IA37","19037",192.4,144226.8,53.54,90338.59,0,0,0,0,0,0,0,0,71.87,1210.6,0,0,0,0,0,0,0,0
"IA39","19039",157.06,36155.52,42.04,32783.57,0,0,0,0,0,0,0,0,54.51,1156.94,0,0,0,0,0,0,0,0
"IA41","19041",195.89,165809.43,55.35,126233.9,0,0,0,0,0,0,0,0,78.91,583.5,0,0,0,0,0,0,0,0
"IA43","19043",198.09,141380.73,57.36,47337.71,0,0,0,0,0,0,0,0,78.83,3556.34,0,0,0,0,0,0,0,0
"IA45","19045",208.88,198618.19,56.68,110454.67,0,0,0,0,0,0,0,0,77.32,1073.11,0,0,0,0,0,0,0,0
"IA47","19047",199.01,211451.82,57.9,141988.64,0,0,0,0,0,0,0,0,78.07,925.55,0,0,0,0,0,0,0,0
"IA49","19049",197.68,142303.07,57,104525.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA51","19051",172.74,41373.3,46.93,39399.09,0,0,86.4,592.68,0,0,0,0,52.69,782.19,0,0,0,0,0,0,0,0
"IA53","19053",163.9,33335.81,47.09,33469.63,0,0,73.31,572.92,0,0,0,0,66.81,321.93,0,0,0,0,0,0,0,0
"IA55","19055",199.47,187023.13,57.48,57628.52,0,0,0,0,0,0,0,0,76.01,2528.5,0,0,0,0,0,0,0,0
"IA57","19057",204.12,78820.09,54.98,60250.23,0,0,76.75,1172.19,0,0,0,0,67.47,201.21,0,0,0,0,0,0,0,0
"IA59","19059",194.72,96370.8,53.72,78847.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA61","19061",202.41,128916.04,57.23,31068.44,0,0,0,0,0,0,0,0,72.76,4510.4,0,0,0,0,0,0,0,0
"IA63","19063",200.7,129258.62,55.14,90485.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA65","19065",192.38,190185.42,53.51,108494.51,0,0,0,0,0,0,0,0,76.93,2303.82,0,0,0,0,0,0,0,0
"IA67","19067",195.08,151078.42,54.25,99085.77,0,0,0,0,0,0,0,0,84.06,500.5,0,0,0,0,0,0,0,0
"IA69","19069",197.55,212426.86,55.33,105823.8,0,0,0,0,0,0,0,0,77.6,789.74,0,0,0,0,0,0,0,0
"IA71","19071",182.01,120167.04,54.92,107587.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA73","19073",200.38,184704.11,56,124788.29,0,0,0,0,0,0,0,0,79.26,746.98,0,0,0,0,0,0,0,0
"IA75","19075",204.28,169156.18,60.74,124200.24,0,0,0,0,0,0,0,0,90.47,372.23,0,0,0,0,0,0,0,0
"IA77","19077",189.83,120325.15,52.18,85805.73,0,0,0,0,0,0,0,0,65.2,710.93,0,0,0,0,0,0,0,0
"IA79","19079",198.31,208236.82,53.42,107587.94,0,0,0,0,0,0,0,0,112.06,291.75,0,0,0,0,0,0,0,0
"IA81","19081",202.09,199777.7,56.65,109940.13,0,0,0,0,0,0,0,0,100.17,528.17,0,0,0,0,0,0,0,0
"IA83","19083",196.51,197722.21,57.25,97836.18,0,0,0,0,0,0,0,0,83.16,449.36,0,0,0,0,0,0,0,0
"IA85","19085",193.76,180909.36,51.79,126307.41,0,0,0,0,0,0,0,0,80.32,251.51,0,0,0,0,0,0,0,0
"IA87","19087",196.22,88754.95,55.92,67135.27,0,0,65.46,1135.97,0,0,0,0,64.94,357.14,0,0,0,0,0,0,0,0
"IA89","19089",191.96,128283.58,51.35,86589.79,0,0,0,0,0,0,0,0,81.49,1815.9,0,0,0,0,0,0,0,0
"IA91","19091",206.67,145070.07,57.9,100678.4,0,0,0,0,0,0,0,0,84.64,191.15,0,0,0,0,0,0,0,0
"IA93","19093",200.06,127124.07,55.64,96047.54,0,0,0,0,0,0,0,0,95.02,251.51,0,0,0,0,0,0,0,0
"IA95","19095",203.32,123092.15,58.19,83821.08,0,0,0,0,0,0,0,0,73.35,1391.68,0,0,0,0,0,0,0,0
"IA97","19097",193.59,100455.43,56.41,45181.54,0,0,0,0,0,0,0,0,69.36,3809.52,0,0,0,0,0,0,0,0
"IA99","19099",206.53,182806.74,61.32,126919.96,0,0,0,0,0,0,0,0,81.7,568.41,0,0,0,0,0,0,0,0
"IA101","19101",185.28,75209.81,51.94,55153.83,0,0,48.66,1165.6,0,0,0,0,62.77,392.35,0,0,0,0,0,0,0,0
"IA103","19103",195.98,114264.09,54.72,77695.6,0,0,67.38,783.65,0,0,0,0,64.73,1604.63,0,0,0,0,0,0,0,0
"IA105","19105",204.83,156533.38,56.23,67184.27,0,0,0,0,0,0,0,0,69.19,1143.53,0,0,0,0,0,0,0,0
"IA107","19107",191.24,120061.63,55.26,82963.51,0,0,68.66,437.92,0,0,0,0,69.68,407.44,0,0,0,0,0,0,0,0
"IA109","19109",205.79,335308.19,57.56,216302.97,0,0,0,0,0,0,0,0,93.14,653.92,0,0,0,0,0,0,0,0
"IA111","19111",190.34,79189.02,51.41,62577.91,0,0,66.92,2894.25,0,0,0,0,68.09,248.99,0,0,0,0,0,0,0,0
"IA113","19113",204.82,155110.34,55.19,101413.46,0,0,0,0,0,0,0,0,74.15,1436.12,0,0,0,0,0,0,0,0
"IA115","19115",195.37,86383.23,53.96,58290.07,0,0,97.97,296.34,0,0,0,0,60.12,261.57,0,0,0,0,0,0,0,0
"IA117","19117",152.68,28882.25,42,26952.11,0,0,0,0,0,0,0,0,56.13,1187.12,0,0,0,0,0,0,0,0
"IA119","19119",204.36,170236.63,59.8,124739.29,0,0,81.82,790.24,0,0,0,0,104.84,759.56,0,0,0,0,0,0,0,0
"IA121","19121",187.44,71441.41,54.22,64146.03,0,0,0,0,0,0,0,0,57.03,789.74,0,0,0,0,0,0,0,0
"IA123","19123",202.09,135846.73,58.43,94160.89,0,0,0,0,0,0,0,0,82.55,477.87,0,0,0,0,0,0,0,0
"IA125","19125",180.71,86725.81,54.76,71055.57,0,0,0,0,0,0,0,0,63.11,667.34,0,0,0,0,0,0,0,0
"IA127","19127",209.37,157034.07,61.6,115575.57,0,0,0,0,0,0,0,0,83.12,727.7,0,0,0,0,0,0,0,0
"IA129","19129",187.48,102379.15,55.26,92641.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA131","19131",199.27,152554.16,54.91,86124.26,0,0,0,0,0,0,0,0,89.75,1061.37,0,0,0,0,0,0,0,0
"IA133","19133",180.81,183755.43,53.72,131232.3,0,0,0,0,0,0,0,0,77.19,538.23,0,0,0,0,0,0,0,0
"IA135","19135",170.17,29409.3,47.11,27319.64,0,0,54.14,686.52,0,0,0,0,72.22,653.92,0,0,0,0,0,0,0,0
"IA137","19137",189.49,97741.13,54.78,85634.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA139","19139",195.34,100850.71,54.48,61842.85,0,0,0,0,0,0,0,0,70.14,862.68,0,0,0,0,0,0,0,0
"IA141","19141",208.04,172661.06,61.09,141057.57,0,0,0,0,0,0,0,0,94.77,331.99,0,0,0,0,0,0,0,0
"IA143","19143",202.3,128757.92,57.1,101045.93,0,0,0,0,0,0,0,0,100.67,580.15,0,0,0,0,0,0,0,0
"IA145","19145",173.29,111022.75,53.05,101658.48,0,0,0,0,0,0,0,0,53.2,281.69,0,0,0,0,0,0,0,0
"IA147","19147",200.67,185705.5,55.85,112414.82,0,0,0,0,0,0,0,0,99.12,1161.97,0,0,0,0,0,0,0,0
"IA149","19149",194.78,236934.61,57.94,183127.37,0,0,0,0,0,0,0,0,94.73,1237.42,0,0,0,0,0,0,0,0
"IA151","19151",200.84,189210.38,57.19,143287.24,0,0,0,0,0,0,0,0,86.01,387.32,0,0,0,0,0,0,0,0
"IA153","19153",196.56,97714.77,55.87,65836.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IA155","19155",201.92,240729.36,55.76,193883.71,0,0,0,0,0,0,0,0,87.48,850.1,0,0,0,0,0,0,0,0
"IA157","19157",206.85,143726.1,60.73,106068.82,0,0,0,0,0,0,0,0,85.31,1294.43,0,0,0,0,0,0,0,0
"IA159","19159",152.63,50464.88,44.22,50718.98,0,0,65.46,197.56,0,0,0,0,70.5,1262.58,0,0,0,0,0,0,0,0
"IA161","19161",193.69,178564,56.24,124812.79,0,0,0,0,0,0,0,0,79.63,900.4,0,0,0,0,0,0,0,0
"IA163","19163",207.25,118296.01,59.39,65836.67,0,0,0,0,0,0,0,0,94.29,623.74,0,0,0,0,0,0,0,0
"IA165","19165",209.21,176350.4,58.27,132040.86,0,0,0,0,0,0,0,0,88.16,747.82,0,0,0,0,0,0,0,0
"IA167","19167",204.89,244497.75,61.31,156787.8,0,0,85.1,1481.7,0,0,0,0,94.18,973.34,0,0,0,0,0,0,0,0
"IA169","19169",200.62,180962.07,57.03,111679.76,0,0,0,0,0,0,0,0,92.01,466.13,0,0,0,0,0,0,0,0
"IA171","19171",203.77,175770.64,59.7,129933.69,0,0,0,0,0,0,0,0,78.82,1051.31,0,0,0,0,0,0,0,0
"IA173","19173",163.05,77607.88,46.55,72868.72,0,0,0,0,0,0,0,0,82.11,357.14,0,0,0,0,0,0,0,0
"IA175","19175",174.63,59793.64,52.08,48170.78,0,0,0,0,0,0,0,0,60.6,1172.03,0,0,0,0,0,0,0,0
"IA177","19177",177.41,49410.79,50.18,42241.31,0,0,56.15,1557.43,0,0,0,0,50.52,865.19,0,0,0,0,0,0,0,0
"IA179","19179",179.93,63140.4,50.85,47386.72,0,0,0,0,0,0,0,0,72.01,452.72,0,0,0,0,0,0,0,0
"IA181","19181",176.74,72864.44,55.48,59490.67,0,0,0,0,0,0,0,0,65.64,382.29,0,0,0,0,0,0,0,0
"IA183","19183",203.07,127861.94,56.79,84507.13,0,0,54.57,464.27,0,0,0,0,62.87,1048.79,0,0,0,0,0,0,0,0
"IA185","19185",155.89,50833.82,42.91,51184.52,0,0,57.88,1303.89,0,0,0,0,78.49,1800.8,0,0,0,0,0,0,0,0
"IA187","19187",201.3,223732.05,54.68,143238.24,0,0,0,0,0,0,0,0,92.45,466.13,0,0,0,0,0,0,0,0
"IA189","19189",206.07,137322.46,57.02,87398.36,0,0,0,0,0,0,0,0,87.5,437.63,0,0,0,0,0,0,0,0
"IA191","19191",197.26,142065.9,52.91,64366.55,0,0,0,0,0,0,0,0,77.11,4373.74,0,0,0,0,0,0,0,0
"IA193","19193",188.69,225497.66,52.64,155489.2,0,0,0,0,0,0,0,0,77.64,658.95,0,0,0,0,0,0,0,0
"IA195","19195",200.49,122301.58,52.56,83870.08,0,0,0,0,0,0,0,0,82.73,477.87,0,0,0,0,0,0,0,0
"IA197","19197",203.01,193558.53,56.49,134270.53,0,0,0,0,0,0,0,0,85.61,291.75,0,0,0,0,0,0,0,0
"KS0","20000",0,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"KS1","20001",120.91,24630.73,32.36,60078.71,68.39,3356.76,31.62,27436.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS3","20003",119.7,40090.82,32.12,72746.21,65.04,4864.86,32.13,22694.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS5","20005",149.89,60505.16,47.45,60642.26,87.48,875.68,39.1,7828.31,0,0,0,0,75.57,301.81,0,0,0,0,0,0,0,0
"KS7","20007",146.87,4638.03,31.14,5619.11,43.09,10994.59,35.55,96014.06,0,0,0,0,0,0,983.32,984.13,0,0,0,0,0,0
"KS9","20009",179.44,27801.8,49,21365.68,82.5,56651.35,37.7,149651.54,0,0,0,0,71.25,201.21,0,0,0,0,0,0,0,0
"KS11","20011",109.09,7062.45,29.3,26315.06,68.13,1654.05,36.1,8470.38,0,0,0,0,50.74,704.23,0,0,0,0,0,0,0,0
"KS13","20013",158.14,115766.18,51.07,103888.15,90.53,729.73,47.2,9112.45,0,0,0,0,0,0,0,0,0,0,1533.67,2766.67,0,0
"KS15","20015",121.73,51360.87,38.17,50277.94,67.11,23286.49,35.92,50871.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS17","20017",114.48,6816.49,28.44,19356.52,63.47,908.11,36.13,9680.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS19","20019",95.61,1475.74,21.54,1764.14,0,0,29.76,1975.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS21","20021",118.16,48303.99,32.48,95704.51,63.86,3648.65,35.76,60897.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS23","20023",170.58,43639.61,56.98,1274.1,48.24,9956.76,44.78,127006.25,0,0,0,0,0,0,0,0,0,0,2023.5,6450,0,0
"KS25","20025",179.33,1212.21,37.18,539.04,56.44,13475.68,33.86,63959.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS27","20027",167.91,18587.24,48.96,68605.38,96.63,32351.35,43.96,83864.13,0,0,0,0,59.38,201.21,0,0,0,0,1688,600,0,0
"KS29","20029",159.65,18587.24,45.55,38811.05,91.04,43005.41,45.07,115424.3,0,0,0,0,57.22,402.41,0,0,0,0,1377,5166.67,0,0
"KS31","20031",120.75,27898.43,31.84,74828.87,56.89,5497.3,37.22,22554.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS33","20033",154.58,1370.33,59.12,1127.09,51.35,13135.14,28,57539.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS35","20035",102.76,9697.69,38.81,40942.71,65.89,27794.59,33.78,68084.04,0,0,0,0,0,0,454.1,16828.57,0,0,1155.5,2350,0,0
"KS37","20037",105.39,41478.71,32.12,67919.33,70.11,3210.81,35.22,28201.66,0,0,0,0,70.17,402.41,0,0,0,0,0,0,0,0
"KS39","20039",90.87,74577.35,0,0,56.69,15178.38,48.08,104780.77,0,0,0,0,0,0,0,0,0,0,1426,3533.33,0,0
"KS41","20041",122.28,10681.51,42.91,57383.5,84.92,41059.46,44.15,145725.04,0,0,0,0,59.38,804.83,0,0,0,0,0,0,0,0
"KS43","20043",190.79,86804.87,56.82,64783.08,0,0,47.57,2123.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS45","20045",132.82,26879.47,36.98,38100.49,78.21,632.43,34.34,7556.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS47","20047",193.56,65169.53,60.09,22411.09,65.25,26886.49,37.83,97446.36,0,0,0,0,0,0,0,0,0,0,1350,500,0,0
"KS49","20049",102.91,4058.27,31.86,8330.65,64.1,1654.05,26.61,4494.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS51","20051",111.23,3056.88,38.58,1666.13,71.64,38400,37.17,100113.42,0,0,0,0,55.21,352.11,0,0,0,0,1016.75,2375,0,0
"KS53","20053",48.09,1264.92,31.87,6174.48,82.95,24227.03,36.63,96582.04,0,0,0,0,0,0,0,0,0,0,894,500,0,0
"KS55","20055",206.5,88807.66,55.29,11368.89,71.88,70662.16,46.83,152121.03,0,0,0,0,0,0,0,0,0,0,1420,4325,0,0
"KS57","20057",205.54,46169.44,61.21,10258.14,76.73,62886.49,40.58,161406.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS59","20059",108.17,24982.09,35.73,70051,68.64,2432.43,34.43,14125.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS61","20061",159.44,6509.05,41.45,10952.36,91.15,3259.46,41.65,12051.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS63","20063",117.85,54786.68,44.24,2401.19,65.59,50691.89,41.25,97594.53,0,0,0,0,0,0,0,0,0,0,1210,2900,0,0
"KS65","20065",97.87,27090.29,28.96,4900.38,75.4,50156.76,37.19,73269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS67","20067",199.85,41320.59,0,0,43.82,26464.86,39.49,87420.2,0,0,0,0,0,0,783.02,2952.38,0,0,1788,7133.33,0,0
